,0,1,2,3,4,5,6,class,depth
0,0.4872440780340198,0.4523379219574241,0.0013390993927254436,0.3688166357536221,0.011559249272991207,0.42327633011998134,0.49260495419820827,0.0,4184
1,0.47935629432735544,0.4610486021166962,0.0014400327701930699,0.3650471733598722,0.011878569527986297,0.4286580697439913,0.49040939625164054,0.0,4185
2,0.36857493042396317,0.4598416003353611,0.001573971970837052,0.39630907509082086,0.012089242547091815,0.4362889113259681,0.5523954190120669,0.0,4186
3,0.27139819314263136,0.4683498207333474,0.0016452279679981306,0.42656995025686467,0.012631584609720588,0.4375761289222979,0.5774031619313921,0.0,4187
4,0.25768980262827396,0.4928321892862913,0.0016004323471946642,0.43459058815935864,0.012876664673564641,0.4081809300894051,0.5788465927536588,0.0,4188
5,0.2903678275966933,0.4255849119827197,0.0016252801148308905,0.44948974965252914,0.012867448947401182,0.38695145930099784,0.6185655403542191,0.0,4189
6,0.27473900189591033,0.4928065318394023,0.0017783514921777754,0.4380588900625838,0.011984433610190989,0.4180405215730622,0.5611238232250808,0.0,4190
7,0.26598141225780364,0.4606200268161486,0.0016478699861354046,0.4102650141418352,0.011848517623653701,0.42523118780554037,0.6064660183988503,0.0,4191
8,0.3200021944671393,0.4760042511703895,0.0015168361927744899,0.3940472470383975,0.01196721551460252,0.42251783172927515,0.580584603944141,0.0,4192
9,0.2616291334389075,0.4844503640297914,0.0016120836673759603,0.4476107922732539,0.01266087967700675,0.4409471713906188,0.5494591116021145,0.0,4193
10,0.34910938929711666,0.4478660131213817,0.0013961756280924092,0.4142548973308557,0.01204406111335998,0.4023605099866714,0.5864218276305323,0.0,4194
11,0.29707059579616285,0.45718190197962005,0.0015326453535185118,0.4080322095524564,0.012148959819401412,0.42160161171662963,0.5986197627499593,0.0,4195
12,0.3542777509036887,0.45575541877695963,0.0014800285583541244,0.4077035136584087,0.012022313999248803,0.41226498968841496,0.5748416914068002,0.0,4196
13,0.4371554467412992,0.44642556408635015,0.0013882784429786383,0.37436047794308475,0.011643625650788579,0.4065640595026312,0.5513816535343141,0.0,4197
14,0.3630298169540745,0.4823366122618221,0.0014542787988754977,0.40053707768159424,0.012738314964063305,0.4340098090991902,0.5353521270034373,0.0,4198
15,0.28906475488391775,0.4921236892145683,0.0014776188896157047,0.4161795143444367,0.012483161589194882,0.4532509461185243,0.5435586638069436,0.0,4199
16,0.4669043552399251,0.450775620715656,0.001389512555633477,0.3717184164794815,0.010665915691840772,0.4117978456153394,0.5205131348201207,0.0,4200
17,0.3625373802999987,0.47610391257635354,0.0013830062807406332,0.38502437663660305,0.011377226874786995,0.42641855470544826,0.5582864891034718,0.0,4201
18,0.4053597379213742,0.46332598304581435,0.0013358816291448557,0.38945769681017905,0.012137701125288653,0.4224645315646516,0.5391751384325699,0.0,4202
19,0.35119537399740175,0.46222993281505326,0.001249244654889671,0.4064938591446367,0.01165020627309539,0.4222964511350207,0.5650632357627511,0.0,4203
20,0.34490681279273355,0.4557984155596441,0.0012217906907109385,0.4074296017923838,0.011517726857432731,0.4217527480434874,0.5738280954772851,0.0,4204
21,0.4683332982639048,0.438587828533535,0.001162646818622272,0.37483385073784703,0.010999422711010707,0.398025824355758,0.5378264839507694,0.0,4205
22,0.47023540426540683,0.43358133449767555,0.001224207017947727,0.3763562146605012,0.011127167359560588,0.40235749728812664,0.535933785533948,0.0,4206
23,0.4598088538083275,0.4346238784134309,0.001159150382690014,0.3767128137789999,0.01098095896884204,0.4071493598008165,0.540252563095584,0.0,4207
24,0.48124878969310475,0.45256915040055895,0.0010885991449896579,0.36357672009520237,0.011383008433265595,0.4156953284530003,0.5083889958513216,0.0,4208
25,0.4711272556154591,0.43450938242086223,0.0010941465062618842,0.3664822975435141,0.011223191408542561,0.407385031906346,0.5374399592404807,0.0,4209
26,0.5023498780364737,0.4537854072326536,0.0009601671182362006,0.3469809354335562,0.01137863204823805,0.4160130410519045,0.49812688057527194,0.0,4210
27,0.5259203283869596,0.46754254887241253,0.0008438685875225673,0.3519150628774163,0.011344129794441972,0.42409861993135445,0.4483062802153891,2.0,4211
28,0.47313831396110656,0.4453379853583337,0.0008886256405234193,0.36772985385146206,0.011531988161150265,0.4230977224761153,0.5132674839442397,0.0,4212
29,0.4945168151200171,0.4496096353454662,0.0009649439293344024,0.35533890711100724,0.011769152187291727,0.43838284040182846,0.48447868646872105,0.0,4213
30,0.5170937961015661,0.47475339499499203,0.0009704429024426819,0.3404095522568379,0.011790767629678298,0.45217184773815244,0.4321402698877314,2.0,4214
31,0.5021435734049668,0.46611615545172924,0.0010018772860772756,0.3388398071269011,0.011571794221819046,0.446716776553832,0.46484874721455355,2.0,4215
32,0.5011558618841742,0.46702330709039935,0.0011290492158703004,0.347298286994522,0.0118767732931103,0.4442682705612162,0.46108492044384414,2.0,4216
33,0.5081279378300433,0.4772798935417654,0.0011131668741122082,0.36065703543244376,0.011711960600446297,0.4380187462657754,0.4381068061199141,2.0,4217
34,0.4982701810594645,0.470770555887235,0.000998577371390946,0.3440265104980289,0.011591025585879385,0.44052096819778236,0.4664264122006074,2.0,4218
35,0.47939174792461114,0.45853186480192154,0.0008521838410760578,0.35536285243267773,0.011367562856924585,0.4304163701582966,0.4982580904422127,0.0,4219
36,0.46861153215984536,0.4672816973041525,0.0007537872289917542,0.34204808668294007,0.011064825602842027,0.42871648648906013,0.5110120637906315,0.0,4220
37,0.4809423887562063,0.457053417810966,0.000784331037475683,0.3413613840706155,0.011042611636612682,0.4278557866556723,0.5099861457025129,0.0,4221
38,0.49702371917915517,0.45039130357860113,0.0009916621485577706,0.34179435960402305,0.011378715789241945,0.43941897049611783,0.4899716540558925,0.0,4222
39,0.4999873219359481,0.4762039341977463,0.0012300587008674958,0.3374370921855957,0.011719350479693615,0.4594156605001921,0.44517085983062227,2.0,4223
40,0.5181101120458622,0.490283398136199,0.0011224785562593599,0.32444335275831915,0.011735614127118814,0.4708046983994348,0.40512289928706074,2.0,4224
41,0.43030459119661923,0.4894315296974888,0.00116344983264348,0.342058895307493,0.01158805322333526,0.467799722928878,0.48920162643714604,0.0,4225
42,0.32478247366164975,0.4831149312148103,0.00125053624169738,0.38181906741161054,0.011213546338171846,0.45295636787135113,0.5568067251236104,0.0,4226
43,0.3916009610709305,0.47149570979297023,0.0013136351599352242,0.3712802439834789,0.01075961994400552,0.43785581559421666,0.5428224876093156,0.0,4227
44,0.37153481006481565,0.4792517877708871,0.0013576780554193624,0.32607400968863637,0.01092566788446307,0.4366969323808342,0.5789040721698461,0.0,4228
45,0.40767929962972405,0.49238953835232807,0.001018670212678969,0.3240735370340419,0.010705937915541822,0.45413330150986175,0.5291254704065413,0.0,4229
46,0.3384734726964562,0.4899527240347414,0.0006332744621165767,0.37463578994428354,0.009607008136405549,0.4433437236229613,0.5553230667519676,0.0,4230
47,0.2725790478009015,0.4677184314477854,0.0005380068889888713,0.3920832328771906,0.010222130890788555,0.4218902428640475,0.6124660902003488,0.0,4231
48,0.2826807996918559,0.4507437728695691,0.0005291837923556361,0.39798004095231954,0.010015830225178591,0.37871678436483497,0.6442099844447016,0.0,4232
49,0.24764561514858086,0.4259570964300783,0.00034245582837085295,0.4207675734924584,0.011801554700780165,0.34743460926024455,0.6777437928263437,0.0,4233
50,0.30935502565534007,0.5375334683615585,0.00018912203975366201,0.39963378220346324,0.01136893633262014,0.44357763901193914,0.5086842520688497,0.0,4234
51,0.30462341397407244,0.6269066529887993,0.00010281572660209134,0.3544939373630678,0.010575331879072253,0.5296135997013346,0.32851827843509657,1.0,4235
52,0.34403815088621365,0.6274171012785491,0.00016132766088797383,0.32514437711536215,0.010670672427304554,0.5730312421123434,0.23192234061168135,1.0,4236
53,0.388578437641269,0.6066714837078985,0.00023261068970027607,0.3188955725973314,0.01101251980943758,0.5953419748213202,0.15719009431039832,1.0,4237
54,0.5055466786133458,0.5855573793675959,0.00024560450613975745,0.2715016894756742,0.009973153470625891,0.5605540353818926,0.11623937856155407,1.0,4238
55,0.48264354863775843,0.601992705952958,0.00021910212782912076,0.2520327932521396,0.009592444912238084,0.5733518295590144,0.11097330579695994,1.0,4239
56,0.40553426922260705,0.6342801695500367,0.0001803414797515591,0.24919739154180862,0.009049688936043665,0.5961571318463854,0.1250840829451293,1.0,4240
57,0.5043334001487755,0.5936564629531184,0.0002803102144326559,0.24641480824007556,0.008792888831676995,0.5638845675465342,0.12023464053013357,1.0,4241
58,0.45851048887497375,0.607975071016685,0.00041150218713855184,0.2593628407804401,0.008891941128687292,0.5778441820971013,0.13741261478348823,1.0,4242
59,0.462933976189246,0.5971958396057231,0.0004143884673348062,0.2749577583982397,0.009044478721829246,0.5773051931736524,0.1417188539518499,1.0,4243
60,0.4879918964564651,0.5839024379792974,0.0004876155624539074,0.2779004045769468,0.009519631623840806,0.5684059749384904,0.14323757729610753,1.0,4244
